year,day,stars,position,time
2015,20,1,94,2406
2015,20,1,95,2412
2015,20,1,96,2432
2015,20,1,97,2441
2015,20,1,98,2470
2015,20,1,99,2488
2015,20,1,100,2522
2015,21,2,1,699
2015,21,2,2,758
2015,21,2,3,772
2015,21,2,4,842
2015,21,2,5,843
2015,21,2,6,932
2015,21,2,7,968
2015,21,2,8,995
2015,21,2,9,1025
2015,21,2,10,1027
2015,21,2,11,1030
2015,21,2,12,1049
2015,21,2,13,1061
2015,21,2,14,1095
2015,21,2,15,1151
2015,21,2,16,1162
2015,21,2,17,1193
2015,21,2,18,1210
2015,21,2,19,1228
2015,21,2,20,1263
2015,21,2,21,1268
2015,21,2,22,1276
2015,21,2,23,1292
2015,21,2,24,1309
2015,21,2,25,1326
2015,21,2,26,1340
2015,21,2,27,1351
2015,21,2,28,1359
2015,21,2,29,1367
2015,21,2,30,1402
2015,21,2,31,1402
2015,21,2,32,1403
2015,21,2,33,1405
2015,21,2,34,1408
2015,21,2,35,1412
2015,21,2,36,1424
2015,21,2,37,1431
2015,21,2,38,1457
2015,21,2,39,1463
2015,21,2,40,1468
2015,21,2,41,1488
2015,21,2,42,1498
2015,21,2,43,1506
2015,21,2,44,1510
2015,21,2,45,1513
2015,21,2,46,1517
2015,21,2,47,1595
2015,21,2,48,1622
2015,21,2,49,1627
2015,21,2,50,1635
2015,21,2,51,1691
2015,21,2,52,1699
2015,21,2,53,1713
2015,21,2,54,1722
2015,21,2,55,1759
2015,21,2,56,1762
2015,21,2,57,1776
2015,21,2,58,1785
2015,21,2,59,1803
2015,21,2,60,1821
2015,21,2,61,1825
2015,21,2,62,1834
2015,21,2,63,1874
2015,21,2,64,1877
2015,21,2,65,1882
2015,21,2,66,1886
2015,21,2,67,1940
2015,21,2,68,1942
2015,21,2,69,1999
2015,21,2,70,2001
2015,21,2,71,2037
2015,21,2,72,2042
2015,21,2,73,2117
2015,21,2,74,2139
2015,21,2,75,2145
2015,21,2,76,2150
2015,21,2,77,2167
2015,21,2,78,2219
2015,21,2,79,2229
2015,21,2,80,2263
2015,21,2,81,2295
2015,21,2,82,2303
2015,21,2,83,2313
2015,21,2,84,2339
2015,21,2,85,2408
2015,21,2,86,2413
2015,21,2,87,2475
2015,21,2,88,2507
2015,21,2,89,2555
2015,21,2,90,2587
2015,21,2,91,2604
2015,21,2,92,2618
2015,21,2,93,2640
2015,21,2,94,2644
2015,21,2,95,2652
2015,21,2,96,2680
2015,21,2,97,2725
2015,21,2,98,2733
2015,21,2,99,2742
2015,21,2,100,2743
2015,21,1,1,410
2015,21,1,2,560
2015,21,1,3,609
2015,21,1,4,657
2015,21,1,5,672
2015,21,1,6,722
2015,21,1,7,741
2015,21,1,8,755
2015,21,1,9,774
2015,21,1,10,797
2015,21,1,11,809
2015,21,1,12,862
2015,21,1,13,885
2015,21,1,14,891
2015,21,1,15,901
2015,21,1,16,920
2015,21,1,17,926
2015,21,1,18,938
2015,21,1,19,951
2015,21,1,20,971
2015,21,1,21,978
2015,21,1,22,987
2015,21,1,23,992
2015,21,1,24,994
2015,21,1,25,1000
2015,21,1,26,1023
2015,21,1,27,1028
2015,21,1,28,1033
2015,21,1,29,1050
2015,21,1,30,1057
2015,21,1,31,1081
2015,21,1,32,1084
2015,21,1,33,1094
2015,21,1,34,1122
2015,21,1,35,1156
2015,21,1,36,1157
2015,21,1,37,1176
2015,21,1,38,1183
2015,21,1,39,1185
2015,21,1,40,1203
2015,21,1,41,1218
2015,21,1,42,1224
2015,21,1,43,1229
2015,21,1,44,1230
2015,21,1,45,1277
2015,21,1,46,1302
2015,21,1,47,1309
2015,21,1,48,1330
2015,21,1,49,1345
2015,21,1,50,1359
2015,21,1,51,1361
2015,21,1,52,1401
2015,21,1,53,1413
2015,21,1,54,1435
2015,21,1,55,1438
2015,21,1,56,1439
2015,21,1,57,1442
2015,21,1,58,1451
2015,21,1,59,1464
2015,21,1,60,1472
2015,21,1,61,1493
2015,21,1,62,1503
2015,21,1,63,1506
2015,21,1,64,1511
2015,21,1,65,1535
2015,21,1,66,1536
2015,21,1,67,1539
2015,21,1,68,1548
2015,21,1,69,1587
2015,21,1,70,1590
2015,21,1,71,1619
2015,21,1,72,1649
2015,21,1,73,1659
2015,21,1,74,1670
2015,21,1,75,1685
2015,21,1,76,1709
2015,21,1,77,1721
2015,21,1,78,1738
2015,21,1,79,1742
2015,21,1,80,1750
2015,21,1,81,1767
2015,21,1,82,1787
2015,21,1,83,1843
2015,21,1,84,1849
2015,21,1,85,1873
2015,21,1,86,1877
2015,21,1,87,1883
2015,21,1,88,1915
2015,21,1,89,1938
2015,21,1,90,1968
2015,21,1,91,1990
2015,21,1,92,2009
2015,21,1,93,2023
2015,21,1,94,2066
2015,21,1,95,2069
2015,21,1,96,2084
2015,21,1,97,2088
2015,21,1,98,2106
2015,21,1,99,2132
2015,21,1,100,2150
2015,22,2,1,1316
2015,22,2,2,1370
2015,22,2,3,1592
2015,22,2,4,1992
2015,22,2,5,2349
2015,22,2,6,2388
2015,22,2,7,2483
2015,22,2,8,2771
2015,22,2,9,2782
2015,22,2,10,3081
2015,22,2,11,3085
2015,22,2,12,3091
2015,22,2,13,3228
2015,22,2,14,3257
2015,22,2,15,3268
2015,22,2,16,3287
2015,22,2,17,3326
2015,22,2,18,3412
2015,22,2,19,3420
2015,22,2,20,3627
2015,22,2,21,3651
2015,22,2,22,3667
2015,22,2,23,3746
2015,22,2,24,3889
2015,22,2,25,3905
2015,22,2,26,3975
2015,22,2,27,3984
2015,22,2,28,4139
2015,22,2,29,4380
2015,22,2,30,4443
2015,22,2,31,4444
2015,22,2,32,4560
2015,22,2,33,4605
2015,22,2,34,4621
2015,22,2,35,4679
2015,22,2,36,4691
2015,22,2,37,4816
2015,22,2,38,4844
2015,22,2,39,4891
2015,22,2,40,5035
2015,22,2,41,5047
2015,22,2,42,5240
2015,22,2,43,5312
2015,22,2,44,5379
2015,22,2,45,5412
2015,22,2,46,5554
2015,22,2,47,5580
2015,22,2,48,5584
2015,22,2,49,5593
2015,22,2,50,5677
2015,22,2,51,5692
2015,22,2,52,5746
2015,22,2,53,5767
2015,22,2,54,5819
2015,22,2,55,5943
2015,22,2,56,6128
2015,22,2,57,6225
2015,22,2,58,6279
2015,22,2,59,6375
2015,22,2,60,6543
2015,22,2,61,6599
2015,22,2,62,6666
2015,22,2,63,6975
2015,22,2,64,7064
2015,22,2,65,7228
2015,22,2,66,7286
2015,22,2,67,7326
2015,22,2,68,7389
2015,22,2,69,7454
2015,22,2,70,7492
2015,22,2,71,7613
2015,22,2,72,7696
2015,22,2,73,7728
2015,22,2,74,8038
2015,22,2,75,8099
2015,22,2,76,8232
2015,22,2,77,8568
2015,22,2,78,8684
2015,22,2,79,8864
2015,22,2,80,8905
2015,22,2,81,8944
2015,22,2,82,8949
2015,22,2,83,9031
2015,22,2,84,9062
2015,22,2,85,9121
2015,22,2,86,9182
2015,22,2,87,9218
2015,22,2,88,9354
2015,22,2,89,9356
2015,22,2,90,9420
2015,22,2,91,9852
2015,22,2,92,9915
2015,22,2,93,10232
2015,22,2,94,10300
2015,22,2,95,10470
2015,22,2,96,10564
2015,22,2,97,10945
2015,22,2,98,10969
2015,22,2,99,10984
2015,22,2,100,10985
2015,22,1,1,1174
2015,22,1,2,1330
2015,22,1,3,1567
2015,22,1,4,1834
2015,22,1,5,1885
2015,22,1,6,2216
2015,22,1,7,2240
2015,22,1,8,2258
2015,22,1,9,2326
2015,22,1,10,2342
2015,22,1,11,2450
2015,22,1,12,2466
2015,22,1,13,2630
2015,22,1,14,2731
2015,22,1,15,2742
2015,22,1,16,2776
2015,22,1,17,2987
2015,22,1,18,3011
2015,22,1,19,3089
2015,22,1,20,3096
2015,22,1,21,3123
2015,22,1,22,3133
2015,22,1,23,3151
2015,22,1,24,3180
2015,22,1,25,3182
2015,22,1,26,3344
2015,22,1,27,3355
2015,22,1,28,3382
2015,22,1,29,3544
2015,22,1,30,3596
2015,22,1,31,3621
2015,22,1,32,3785
2015,22,1,33,3825
2015,22,1,34,4010
2015,22,1,35,4198
2015,22,1,36,4298
2015,22,1,37,4304
2015,22,1,38,4306
2015,22,1,39,4339
2015,22,1,40,4474
2015,22,1,41,4495
2015,22,1,42,4544
2015,22,1,43,4559
2015,22,1,44,4585
2015,22,1,45,4615
2015,22,1,46,4700
2015,22,1,47,4745
2015,22,1,48,4797
2015,22,1,49,5046
2015,22,1,50,5166
2015,22,1,51,5217
2015,22,1,52,5342
2015,22,1,53,5359
2015,22,1,54,5437
2015,22,1,55,5452
2015,22,1,56,5468
2015,22,1,57,5508
2015,22,1,58,5516
2015,22,1,59,5610
2015,22,1,60,5652
2015,22,1,61,5697
2015,22,1,62,5751
2015,22,1,63,5778
2015,22,1,64,5930
2015,22,1,65,6290
2015,22,1,66,6329
2015,22,1,67,6416
2015,22,1,68,6442
2015,22,1,69,6591
2015,22,1,70,6596
2015,22,1,71,6700
2015,22,1,72,6749
2015,22,1,73,6898
2015,22,1,74,6899
2015,22,1,75,6966
2015,22,1,76,6981
2015,22,1,77,7084
2015,22,1,78,7173
2015,22,1,79,7307
2015,22,1,80,7332
2015,22,1,81,7369
2015,22,1,82,7385
2015,22,1,83,7392
2015,22,1,84,7438
2015,22,1,85,7473
2015,22,1,86,7576
2015,22,1,87,7581
2015,22,1,88,7651
2015,22,1,89,7935
2015,22,1,90,8301
2015,22,1,91,8325
2015,22,1,92,8406
2015,22,1,93,8539
2015,22,1,94,8609
2015,22,1,95,8646
2015,22,1,96,8842
2015,22,1,97,8924
2015,22,1,98,8936
2015,22,1,99,8950
2015,22,1,100,9024
2015,23,2,1,380
2015,23,2,2,389
2015,23,2,3,405
2015,23,2,4,442
2015,23,2,5,466
2015,23,2,6,502
2015,23,2,7,520
2015,23,2,8,589
2015,23,2,9,602
2015,23,2,10,639
2015,23,2,11,664
2015,23,2,12,677
2015,23,2,13,677
2015,23,2,14,687
2015,23,2,15,703
2015,23,2,16,707
2015,23,2,17,712
2015,23,2,18,721
2015,23,2,19,750
2015,23,2,20,755
2015,23,2,21,757
2015,23,2,22,783
2015,23,2,23,798
2015,23,2,24,842
2015,23,2,25,845
2015,23,2,26,864
2015,23,2,27,870
2015,23,2,28,874
2015,23,2,29,879
2015,23,2,30,909
2015,23,2,31,919
2015,23,2,32,919
2015,23,2,33,926
2015,23,2,34,933
2015,23,2,35,937
2015,23,2,36,951
2015,23,2,37,954
2015,23,2,38,968
2015,23,2,39,974
2015,23,2,40,988
2015,23,2,41,997
2015,23,2,42,1006
2015,23,2,43,1020
2015,23,2,44,1041
2015,23,2,45,1044
2015,23,2,46,1066
2015,23,2,47,1066
2015,23,2,48,1069
2015,23,2,49,1075
2015,23,2,50,1083
2015,23,2,51,1083
2015,23,2,52,1085
2015,23,2,53,1102
2015,23,2,54,1111
2015,23,2,55,1117
2015,23,2,56,1119
2015,23,2,57,1129
2015,23,2,58,1153
2015,23,2,59,1188
2015,23,2,60,1191
2015,23,2,61,1222
2015,23,2,62,1230
2015,23,2,63,1231
2015,23,2,64,1239
2015,23,2,65,1242
2015,23,2,66,1263
2015,23,2,67,1308
2015,23,2,68,1334
2015,23,2,69,1345
2015,23,2,70,1351
2015,23,2,71,1354
2015,23,2,72,1365
2015,23,2,73,1385
2015,23,2,74,1409
2015,23,2,75,1413
2015,23,2,76,1414
2015,23,2,77,1429
2015,23,2,78,1449
2015,23,2,79,1451
2015,23,2,80,1452
2015,23,2,81,1458
2015,23,2,82,1460
2015,23,2,83,1468
2015,23,2,84,1483
2015,23,2,85,1489
2015,23,2,86,1550
2015,23,2,87,1596
2015,23,2,88,1601
2015,23,2,89,1603
2015,23,2,90,1616
2015,23,2,91,1627
2015,23,2,92,1629
2015,23,2,93,1639
2015,23,2,94,1646
2015,23,2,95,1649
2015,23,2,96,1695
2015,23,2,97,1720
2015,23,2,98,1756
2015,23,2,99,1763
2015,23,2,100,1766
2015,23,1,1,358
2015,23,1,2,372
2015,23,1,3,393
2015,23,1,4,429
2015,23,1,5,437
2015,23,1,6,479
2015,23,1,7,499
2015,23,1,8,521
2015,23,1,9,554
2015,23,1,10,609
2015,23,1,11,649
2015,23,1,12,654
2015,23,1,13,661
2015,23,1,14,669
2015,23,1,15,669
2015,23,1,16,684
2015,23,1,17,685
2015,23,1,18,688
2015,23,1,19,707
2015,23,1,20,718
2015,23,1,21,722
2015,23,1,22,732
2015,23,1,23,738
2015,23,1,24,766
2015,23,1,25,772
2015,23,1,26,794
2015,23,1,27,821
2015,23,1,28,832
2015,23,1,29,848
2015,23,1,30,849
2015,23,1,31,857
2015,23,1,32,868
2015,23,1,33,881
2015,23,1,34,891
2015,23,1,35,897
2015,23,1,36,899
2015,23,1,37,904
2015,23,1,38,913
2015,23,1,39,915
2015,23,1,40,934
2015,23,1,41,939
2015,23,1,42,944
2015,23,1,43,964
2015,23,1,44,966
2015,23,1,45,975
2015,23,1,46,989
2015,23,1,47,1019
